Index,Date,Classification,CityCode,ExtractedLocation,Text
3783,2019-10-10,Other,"","","RT @NortheastIPM Spotted Lanternfly starting to get national coverage, like this from The Weather Channel. @StopSLF #Invasive #BadFly https://t.co/kT96B4bXeY"
3784,2019-10-10,Spread/Sighting,"USA.PA.Philadelphia","","Just killed a spotted lantern fly I feel amazing doing my part in society"
3785,2019-10-10,Other,"","","I feel insignificant bc I haven’t crossed a spotted lantern fly"
3786,2019-10-10,Other,"","China, China","All of this China talk....but what about the invasive species from China the Northern Snakehead and the Spotted Lanternfly? Coincidental infestations? https://t.co/mDHCHACQ0K"
3787,2019-10-10,Other,"USA.NY.Ithaca","","Spotted Lanternfly starting to get national coverage, like this from The Weather Channel. @StopSLF #Invasive #BadFly https://t.co/kT96B4bXeY"
3788,2019-10-10,Other,"","","Lower Nazareth joins fight against spotted lanternfly https://t.co/pxbUOZnu3T"
3789,2019-10-10,Spread/Sighting,"USA.PA.Philadelphia","","You may have seen these funny-looking insects around campus lately — here's what you need to know about the spotted lanternfly and what to do if you see one ➡️ https://t.co/vOV9hPF2b2 https://t.co/Sb2sFTDEp0"
3790,2019-10-10,Other,"USA.RI.Providence","Rhode Island, Massachusetts, Connecticut","RT @ecoRInews A tiny, winged invader is making its way up the Mid-Atlantic Coast. Rhode Island is holding out, but only just so. It has already reached Massachusetts and Connecticut, and experts are worried that it could make its way here. https://t.co/tgRyiUxhx7 https://t.co/KMmpJLrTPR"
3791,2019-10-10,Other,"USA.PA.Philadelphia","","PA Town Hosts 'Smash-A-Thon' To Kill Spotted Lanternflies https://t.co/uDY4GkjHjJ"
3792,2019-10-10,Other,"","Rhode Island, Massachusetts, Connecticut","A tiny, winged invader is making its way up the Mid-Atlantic Coast. Rhode Island is holding out, but only just so. It has already reached Massachusetts and Connecticut, and experts are worried that it could make its way here. https://t.co/tgRyiUxhx7 https://t.co/KMmpJLrTPR"
3793,2019-10-10,Other,"USA.NY.New York","","RT @SomersetSpotte1 A spotted lanternfly pinata that one of my team-mates made! Music video coming soon! Please share so our group gets out there! #lanternfly #killthembugs https://t.co/L8SXsJR1MN"
3794,2019-10-10,Other,"USA.PA.Philadelphia","","Rep. Houlahan goes to ground zero in battle against spotted lanternfly https://t.co/tEhWkDGPBP"
3795,2019-10-10,Spread/Sighting,"","","'From September to June, identifying and destroying spotted spotted lantern fly egg masses is crucial....' Click below to read more! #BerkshireHathawayHomeServices #HomesaleRealty #SoutheasternPa #TheMoreYouKnow"
3796,2019-10-10,Other,"","","RT @SomersetSpotte1 A spotted lanternfly pinata that one of my team-mates made! Music video coming soon! Please share so our group gets out there! #lanternfly #killthembugs https://t.co/L8SXsJR1MN"
3797,2019-10-10,Other,"USA.MN.Minneapolis","","RT @routefifty The spotted lanternfly is damaging PA vineyards and threatening other farm goods and trees. https://t.co/XKPbrvGt5x"
3798,2019-10-10,Other,"USA.DC.Washington, DC","","The spotted lanternfly is damaging PA vineyards and threatening other farm goods and trees. https://t.co/XKPbrvGt5x"
3799,2019-10-10,Other,"","PA","@CharlesPPierce We get spotted lantern flies in PA, but GA gets monsters from 70s horror movies. Not fair."
3800,2019-10-10,Other,"USA.PA.Allentown","","@jenwsheehan @misterleesndls @EastonPublicMkt Yummy spotted lanternfly salad"
3801,2019-10-10,Other,"USA.PA.Allentown","","Supervisors approved a plan to treat or remove plants from municipal grounds that the spotted lanternfly is attracted to. https://t.co/kjXTtU2p1D"
3802,2019-10-10,Other,"","","DEEP: Spotted Lanternfly https://t.co/MKTyZno6Pf"
3803,2019-10-10,Other,"USA.PA.Johnstown","","The following editorial appeared in LNP. It does not necessarily reflect the opinion of The Tribune-Democrat.  https://t.co/TXpGyG7b5m"
3804,2019-10-10,Other,"","","RT @cwagsci Device that captures and kills spotted lanternflies wins challenge for Conrad Weiser students ⁦@CW_SRI⁩ ⁦@ConradWeiserHS⁩ ⁦@Conradweiserasd⁩ https://t.co/7ZT6myVmVI"
3805,2019-10-10,Other,"","","RT @baffinito Spotted Lanternfly Gold Standard https://t.co/fsU85fvttE"
3806,2019-10-10,Other,"","Jersey City","Jersey City Asks Residents For Help Getting Rid Of Spotted Lanternflies https://t.co/acvlZEYPI7"
3807,2019-10-10,Other,"","","@heatherleach_ Wow, vicious image, and yeah, not cheering for the spotted lanternfly!"
3808,2019-10-10,Other,"USA.NJ.Sicklerville","","RT @SomersetSpotte1 A spotted lanternfly pinata that one of my team-mates made! Music video coming soon! Please share so our group gets out there! #lanternfly #killthembugs https://t.co/L8SXsJR1MN"
3809,2019-10-10,Other,"","","RT @RepHoulahan I'm proud to have led the effort to preserve funding for grants aimed at researching methods to control and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry in Chester and Berks counties. /1 https://t.co/5ZuEKXuRUp"
3810,2019-10-10,Other,"","U.S","RT @CropLifeAmerica Is the spotted lanternfly coming your way? @USDA_ARS researchers developed a unique map identifying areas suitable for establishment of this destructive #invasivespecies in the U.S https://t.co/qtIES9OuB8"
3811,2019-10-10,Other,"USA.PA.Beaver Falls","","RT @PennStateGov .@USDA has awarded Penn State a grant to support an interdisciplinary, multi-institutional team of researchers as they conduct research and develop strategies to combat the spotted lanternfly. Learn more below.⤵️ https://t.co/4Yzly7U1XQ"
3812,2019-10-10,Spread/Sighting,"","","RT @blprnt Last week I spotted a strange bug under the Manhattan Bridge. I posted it to @inaturalist, and ID'ed it as a Spotted Lanternfly, an invasive species. This morning I got an email from NY's Bureau of Invasive Species & Ecosystem Health asking for details. iNaturalist is amazing. https://t.co/x4eJoLg5rz"
3813,2019-10-09,Spread/Sighting,"USA.NJ.Vineland","Pennsylvania","RT @Phylan it's a very specific southeastern Pennsylvania thing right now that if the topic of spotted lantern flies comes up in polite conversation it's perfectly normal and acceptable to boast about how many you have killed in cold blood and how you plan on killing many more"
3814,2019-10-09,Other,"","","Penn State grant will enlist more soldiers in the war against the spotted lanternfly https://t.co/Vkm76qL2jH"
3815,2019-10-09,Other,"USA.PA.Philadelphia","Pennsylvania","RT @Phylan it's a very specific southeastern Pennsylvania thing right now that if the topic of spotted lantern flies comes up in polite conversation it's perfectly normal and acceptable to boast about how many you have killed in cold blood and how you plan on killing many more"
3816,2019-10-09,Other,"","Pennsylvania","RT @Phylan it's a very specific southeastern Pennsylvania thing right now that if the topic of spotted lantern flies comes up in polite conversation it's perfectly normal and acceptable to boast about how many you have killed in cold blood and how you plan on killing many more"
3817,2019-10-09,Other,"USA.DC.Washington, DC","","RT @blprnt Last week I spotted a strange bug under the Manhattan Bridge. I posted it to @inaturalist, and ID'ed it as a Spotted Lanternfly, an invasive species. This morning I got an email from NY's Bureau of Invasive Species & Ecosystem Health asking for details. iNaturalist is amazing. https://t.co/x4eJoLg5rz"
3818,2019-10-09,Other,"","","PA Town Hosts 'Smash-A-Thon' To Kill Spotted Lanternflies https://t.co/xX16wAC6al"
3819,2019-10-09,Other,"","","RT @ReadingEagle Two Conrad Weiser students placed first in the Pennsylvania Agriculture STEM Design/Building Challenge for a device that captures and kills spotted lanternflies. https://t.co/OAevislvQ6"
3820,2019-10-09,Other,"USA.PA.Philadelphia","","RT @RepHoulahan I'm proud to have led the effort to preserve funding for grants aimed at researching methods to control and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry in Chester and Berks counties. /1 https://t.co/5ZuEKXuRUp"
3821,2019-10-09,Other,"USA.OH.Mansfield","Pennsylvania","The bugs, native to Asia, invaded Pennsylvania in 2014 and could migrate west. https://t.co/8AAwUQKjHo"
3822,2019-10-09,Other,"","N.J.","RT @Endangered_NJ The dangerous spotted lanternfly has now spread to 7 N.J. counties. ‘If you see it, kill it.’ https://t.co/3BLdvq4UjW #spottedlanternfly"
3823,2019-10-09,Other,"","","@RepHoulahan Actually the spotted lantern fly was not as bad this year as last, Wood ash bore is more my concern killing all the Ash trees in Berks surrounding counties and state wide."
3824,2019-10-09,Other,"USA.PA.Philadelphia","","RT @RepHoulahan I'm proud to have led the effort to preserve funding for grants aimed at researching methods to control and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry in Chester and Berks counties. /1 https://t.co/5ZuEKXuRUp"
3825,2019-10-09,Other,"USA.PA.Philadelphia","","I'm proud to have led the effort to preserve funding for grants aimed at researching methods to control and eventually eradicate the Spotted Lanternfly, an invasive species that threatens our thriving agricultural industry in Chester and Berks counties. /1 https://t.co/5ZuEKXuRUp"
3826,2019-10-09,Other,"","","Two Conrad Weiser students placed first in the Pennsylvania Agriculture STEM Design/Building Challenge for a device that captures and kills spotted lanternflies. https://t.co/OAevislvQ6"
3827,2019-10-09,Other,"","","Spotted Lanternfly in multiple counties."
3828,2019-10-09,Other,"USA.OH.Canton","Pennsylvania","The bugs, native to Asia, invaded Pennsylvania in 2014 and could migrate west. https://t.co/FLNyvX58PQ"
3829,2019-10-09,Other,"","Pennsylvania","RT @TheDailyRecord The bugs, native to Asia, invaded Pennsylvania in 2014 and could migrate west. https://t.co/j7QAAcoggj"
3830,2019-10-09,Other,"","Pennsylvania","The bugs, native to Asia, invaded Pennsylvania in 2014 and could migrate west. https://t.co/j7QAAcoggj"
3831,2019-10-09,Other,"","","I applaud any parent that hates their kid enough to dress the little snot as a Spotted Lantern Fly for Halloween."
3832,2019-10-09,Other,"USA.NJ.Trenton","U.S","RT @CropLifeAmerica Is the spotted lanternfly coming your way? @USDA_ARS researchers developed a unique map identifying areas suitable for establishment of this destructive #invasivespecies in the U.S https://t.co/qtIES9OuB8"
3833,2019-10-09,Other,"","","Congresswoman Chrissy Houlahan visited Penn State Berks to get a closer look at the battle being waged against the spotted lanternfly. https://t.co/ncKS4JAYXk"
3834,2019-10-09,Other,"","","RT @cwagsci Device that captures and kills spotted lanternflies wins challenge for Conrad Weiser students ⁦@CW_SRI⁩ ⁦@ConradWeiserHS⁩ ⁦@Conradweiserasd⁩ https://t.co/7ZT6myVmVI"
3835,2019-10-09,Other,"USA.DC.Washington, DC","U.S","Is the spotted lanternfly coming your way? @USDA_ARS researchers developed a unique map identifying areas suitable for establishment of this destructive #invasivespecies in the U.S https://t.co/qtIES9OuB8"
3836,2019-10-09,Other,"USA.PA.Johnstown","","A spotted lanternfly pinata that one of my team-mates made! Music video coming soon! Please share so our group gets out there! #lanternfly #killthembugs https://t.co/L8SXsJR1MN"
3837,2019-10-09,Other,"USA.PA.Allentown","","Penn State grant will enlist more soldiers in the war against the spotted lanternfly https://t.co/TRSy0WVvjY"
3838,2019-10-09,Other,"","","Device that captures and kills spotted lanternflies wins challenge for Conrad Weiser students https://t.co/SihDK88Z1h"
3839,2019-10-09,Other,"","","RT @LauraPlourde I have an announcement to make... I SMUSHED F I F T E E N SPOTTED LANTERNFLIES TODAY https://t.co/LGuBObdy3s"
3840,2019-10-09,Other,"","US","RT @69News US Rep. Houlahan calls for more funding to fight spotted lanternfly #Berks #BerksCounty https://t.co/ziARS6PHYS"
3841,2019-10-09,Other,"USA.PA.Allentown","","There is no solution available to mitigate the problem of dead spotted lanternflies littering campus https://t.co/nUQNs1XwCu"
3842,2019-10-09,Other,"","","RT @PennStateGov .@RepHoulahan was at @PennStateBerks yesterday to learn more about Penn State's efforts to combat the spotted lanternfly. A new @USDA grant will help further research and strategizing in this area. https://t.co/3e0ArRGeyE"
3843,2019-10-09,Other,"CHL.Region Metropolitana de Santiago.Santiago","Lancaster, PA","RT @airqualityguy Spotted Lanternfly invasion in Lancaster, PA. About 3/4 inch long. https://t.co/awQLGsG0SG"
3844,2019-10-09,Other,"","Lancaster, PA","RT @airqualityguy Spotted Lanternfly invasion in Lancaster, PA. About 3/4 inch long. https://t.co/awQLGsG0SG"
3845,2019-10-09,Other,"","",".@RepHoulahan was at @PennStateBerks yesterday to learn more about Penn State's efforts to combat the spotted lanternfly. A new @USDA grant will help further research and strategizing in this area. https://t.co/3e0ArRGeyE"
